0x83eFc260Da533B0B03d88b2F00d59785277c4e71,0.001,11
0x00C5d1690ce7eAcAF4912213db6e07b30cE1826e,0.001,11
0x518201899E316bf98c957C73e1326b77672Fe52b,0.001,11
0xa3e89acb8c8db0210d43fd84760cbe6f046d1d11,0.001,11
0xb747add394c09e9a222092f0c2efd63c000e5be9,0.001,11
0xcde9583050e7128b890ca5ef9bf8be805b57f1fe,0.001,11
0x52072cfc68aeb42652e5a771da227b3499e1b016,0.001,11
0x5e5238e030a71dea73be3f2425c5aba796ca438b,0.001,11
0xb1e6fa49e44cf1a8518c069405a31a34b6c0ddc6,0.001,11
0x13dc7b47e6eeb05800ca3b9637bcc89aae4fcfb1,0.001,11
0x3bbd5797a11e5fc8be0c59097b9d01e6ef2553e9,0.001,11
0x19703d938e10b18573ddb46252041f802e13e9fe,0.001,11
0xbcaee2f99f3e4cd09d6b49c2bcf7b58ec771098f,0.001,11
0x7b75bc70b928472856047fdef0d08d5b5816aefd,0.001,11
0x79de94f7db2800b4d8a56fd8a5becef416bbd02b,0.001,11
0xcdd27fdf1b991e9deb8647ee3d8ac1bdb7d6b675,0.001,11
0x5f390341786ca439cdf46a3d1536ff4af1996849,0.001,11
0x34b5f399cc5a1dd491666c9866941fb8e8d09746,0.001,11
0x306841979a728B16E3Bc08EfA4F7B0A1A5510Ef4,0.001,11
0xbeac51d7b236cd18f18b499bd97719bfd7907913,0.001,11
0x394d013c64ff90a6db38609a200d1e38a2a08de2,0.001,11
0xd7e2f031d735b9ebb55dfa865b7b5bf7adfa40cc,0.001,11
0x036d78c5e87e0aa07bf61815d1effe10c9fd5275,0.001,11
0x0bd9c0c963a2c34af773c0adceb31a9181d73218,0.001,11
0x323d7708ac4e841362bc22ebd5d2345e124985aa,0.001,11
0x8e6faf6b3cee5a32d1aa22f2095e4269f11dbd08,0.001,11
0x12Af066903A962a75959cC915A45Aed26D8DFa44,0.001,11
0x9a07f42060F6cc56845590FE93e0cfEa4Be66281,0.001,11
0x6375232a734004895a27d92b9E25CA03A4319f89,0.001,11
0xa6f95ffa23ca53d33390f3ad6d1da06f8a456ccf,0.001,11
0x7c78e6787fe76015e3209afcd20c0249350b9f1c,0.001,11
0x32d40ef4928efbcdc135b3359dfc4ec66ee4cecc,0.001,11
0x3b63bd52c7d2d56954428b2cb75c573ae6010714,0.001,11
0xd3920b500d7df66377967e143867726e2109cd9d,0.001,11
0x915b472dfa70c8fe9d074a8c859089c44252d6b8,0.001,11
0xa3d83ca657170c10f50c81cf49b1e86a81f0e815,0.001,11
0x6997acbcf220978a1a79402420c80804563849d9,0.001,11
0xb78196b3e667841047d1bb1365ab8fb3d46ab1a8,0.001,11
0xd42fe360e581baaaded4f482d3ef274f125cfbb7,0.001,11
0x630eba03116f6d0d55fe0cf9765f1dd3e4702e3a,0.001,11
0xc67087ebf80f355c8671a0ef50f24343f402cdfc,0.001,11
0xd859d7d8603D2dAb768D679eEEC25930C8FC59C1,0.001,11
0x420860d2f660cf743279ac3caa8d4d6f0b1cd79f,0.001,11
0x5e43bdfca1f1e5857d85b1a52302f99ef0b4d501,0.001,11
0xc8d770da0abd73f81df032d277094eaf406e6785,0.001,11
0xa2732dc2077907abc19a4e3c879ef0f5ffcc5f5c,0.001,11
